,bedrooms,bathrooms,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,zipcode,sqft_living15,sqft_lot15,price,age,predicted,expected
3202,4,1.5,1.0,0,0,3,7,1010,350,98116,1520,6110,442000,21765,458062,1561541
3203,3,1.75,1.0,0,0,3,7,1370,0,98014,1430,17550,375000,13617,316741,1346696
3204,4,2.5,2.0,0,0,3,9,2120,0,98052,2120,3547,637250,3611,614147,1576141
3205,3,1.75,1.0,0,0,5,7,1240,0,98136,1640,7200,427500,26751,499099,1532742
3206,4,2.5,2.0,0,0,3,8,2770,0,98053,2650,89298,700000,4107,672311,1624756
3207,3,1.75,1.0,0,0,4,7,1080,580,98116,2060,5560,680000,38793,570874,1642648
3208,2,2.0,1.0,0,0,3,7,1170,0,98115,1360,6798,393820,26902,486036,1593274
3209,4,2.75,1.0,0,0,5,7,1350,1120,98108,1500,6000,525000,27260,449974,1423675
3210,2,1.75,1.0,0,0,2,7,1110,200,98117,1510,3816,505000,31425,489039,1644837
3211,3,2.0,1.0,0,1,4,7,1670,0,98033,2210,11337,555565,20403,638736,2143914
3212,3,1.75,1.0,0,0,4,7,1240,420,98177,3110,11853,650000,26599,501307,1592216
3213,5,3.25,2.0,0,0,3,8,2760,740,98065,2820,6317,632500,3546,554503,1534962
3214,3,2.5,2.0,0,0,3,7,1440,0,98038,1890,3819,269000,3491,257552,1152145
3215,4,2.75,1.0,0,0,3,7,1390,970,98034,2160,8794,405000,13477,479133,1829320
3216,3,3.5,2.0,0,0,3,10,3460,0,98077,3350,14825,845000,10431,866215,1771401
3217,3,1.0,1.0,0,0,4,7,1750,0,98032,1400,9600,234000,19563,242903,1080367
3218,4,1.75,1.5,0,0,4,7,1470,0,98107,1480,5400,638000,25313,555586,2157776
3219,3,1.75,1.0,0,0,3,7,1060,650,98045,1180,10950,290000,17382,321667,1247459
3220,1,0.75,1.0,0,0,5,3,520,0,98022,1340,12233,262000,34754,194703,879234
3221,4,2.5,2.0,0,0,3,8,2350,0,98042,3010,5772,270000,4431,373234,1240960
3222,4,2.25,2.0,0,0,4,9,2240,140,98117,1780,4559,875000,24428,843181,1917947
3223,3,2.25,2.0,0,0,4,8,1920,0,98032,2170,7210,299000,11885,300472,1086542
3224,3,1.0,1.0,0,0,5,7,1580,0,98027,1580,6000,551000,24898,462175,1427581
3225,3,2.75,2.0,0,1,3,7,2360,710,98166,2570,18983,350000,23634,543964,1507573
3226,3,2.5,2.0,0,2,3,10,2660,0,98004,2660,13367,1900000,8190,1397962,2815916
3227,2,1.75,1.0,0,0,3,6,850,850,98117,1690,5000,511718,36459,471979,1694747
3228,4,3.25,2.0,0,0,5,9,3710,1300,98027,3140,54014,965000,13431,1073222,2278942
3229,4,2.25,2.0,0,0,3,7,2680,0,98011,2460,4645,475000,5828,513823,1563923
3230,4,2.75,1.5,0,2,5,8,1840,880,98117,1600,4000,1060000,31881,882953,2058961
3231,2,1.0,1.0,0,0,4,6,940,0,98070,1370,34820,252000,32337,291026,1057205
3232,6,2.5,1.0,0,0,5,8,1798,1798,98166,1894,10500,580000,18703,553269,1392358
3233,2,2.25,2.0,0,0,3,8,1000,240,98144,1260,1111,374950,2484,386769,1678203
3234,5,4.0,2.0,0,2,4,9,2600,2060,98056,3380,9900,739000,13133,932476,2387142
3235,4,1.75,1.0,0,0,5,7,910,800,98031,1730,7200,271000,14595,259386,991518
3236,2,1.0,1.0,0,0,3,6,930,0,98168,1370,10176,230000,10390,198257,1128036
3237,3,2.25,1.0,0,0,3,7,1070,360,98023,1430,6364,210000,11439,215804,921748
3238,3,2.75,2.0,0,0,4,7,1650,0,98166,1320,7620,350000,9916,354579,1186552
3239,3,2.25,1.0,0,0,4,7,1110,450,98034,2190,4612,491500,17292,422738,1722606
3240,3,2.5,1.0,0,0,4,7,1250,620,98045,1380,11475,325000,7556,353583,1290966
3241,3,2.0,1.0,0,0,3,7,1320,0,98038,1420,7500,190000,10140,246652,1139998
3242,4,2.0,1.5,0,0,4,7,1400,0,98117,1400,4690,658600,25690,522745,1673709
3243,3,1.5,1.0,0,0,3,7,1300,640,98168,2000,8319,299950,20904,289186,1379343
3244,5,2.0,1.5,0,0,3,6,1200,800,98122,1330,4000,464000,30769,457087,2103132
3245,3,1.0,1.5,0,0,3,6,1640,0,98168,1500,9065,308000,26473,251547,1266163
3246,3,1.0,1.0,0,0,3,6,1020,0,98033,1870,5500,625000,35092,397454,1773480
3247,3,1.75,1.0,0,0,4,7,1080,550,98032,1280,9100,240000,13914,230130,967713
3248,4,2.5,2.0,0,0,3,9,2940,0,98042,2890,35089,530000,7428,477609,1353306
3249,5,4.5,2.0,1,4,5,8,2120,0,98006,2870,8944,1000000,27686,1663644,3184130
3250,1,1.0,1.0,0,0,3,7,790,0,98122,1580,2566,439000,35331,407500,2029856
3251,4,1.75,1.0,0,0,4,6,1010,1010,98133,1440,4158,575000,24602,379785,1422228
3252,3,1.75,1.0,0,0,3,7,1530,0,98155,1580,7238,418000,20382,375059,1523890
3253,4,3.75,2.0,0,0,4,9,2940,310,98004,2340,15234,1210000,31163,1441411,2896076
3254,4,3.75,1.5,0,0,5,9,2130,800,98119,1900,4320,1100000,32660,1380492,2628398
3255,3,3.75,2.0,0,0,3,10,3150,0,98112,2510,8550,1900000,3026,1638613,2867513
3256,3,2.5,2.0,0,0,3,9,2180,0,98072,2630,40000,580000,10921,561625,1511271
3257,2,1.0,1.0,0,0,5,7,840,200,98126,1930,5150,380000,27828,413525,1447167
3258,3,1.0,1.0,0,0,4,5,880,0,98055,980,4838,256000,33076,211605,962976
3259,3,1.0,1.0,0,0,3,8,1400,0,98125,1400,7320,349950,20953,432051,1503653
3260,4,2.5,2.0,0,0,3,7,2600,0,98115,1790,6175,691500,19174,719380,1987024
3261,3,1.75,1.5,0,0,4,7,1190,400,98105,1420,3800,556000,39020,594985,2286032
3262,3,2.25,1.0,0,0,4,8,1280,330,98023,2170,8505,218000,17125,263283,1000028
3263,4,2.0,1.5,0,0,5,7,1390,0,98108,1900,5460,425000,39055,376733,1320133
3264,3,3.25,2.0,0,0,3,10,3710,0,98014,1680,25865,935000,6077,627916,1964328
3265,4,1.75,1.0,0,0,4,9,2360,0,98006,2290,11951,732000,14889,768357,1698646
3266,3,1.0,1.0,0,0,4,7,1440,0,98004,2080,10327,805500,23037,774499,2482391
3267,3,1.75,1.0,0,2,3,6,1100,300,98126,1500,5175,507250,36559,406688,1607666
3268,4,2.5,2.0,0,0,3,10,4600,0,98053,4600,67369,800000,9101,1122108,2035934
3269,3,2.25,2.0,0,1,4,8,2100,0,98008,2420,18135,600000,13029,669171,2033101
3270,4,1.75,1.0,0,0,3,9,2010,0,98074,2200,11144,627800,12128,583591,1632743
3271,2,2.25,2.0,0,0,5,7,1860,690,98115,2010,4000,660000,41082,776835,1860388
3272,2,2.5,2.0,0,0,3,7,1240,0,98003,1400,3721,153503,10508,250377,972780
3273,3,2.25,1.0,0,0,3,7,1460,630,98034,1960,7713,456500,14629,456210,1827714
3274,5,2.5,2.0,0,0,3,9,2770,0,98004,2070,8100,1310000,4595,1188242,2671038
3275,3,2.5,2.0,0,0,3,11,3560,0,98052,3290,11506,843500,6549,1020016,1896219
3276,3,1.0,1.0,0,0,3,7,1240,0,98103,2060,4080,625000,32736,544611,2232790
3277,2,1.75,1.0,0,0,3,7,840,800,98105,1980,4080,527000,34129,574728,2262532
3278,5,3.75,1.5,0,3,4,9,3940,0,98004,2370,13320,1970000,23432,2002132,3456797
3279,5,2.5,2.0,0,0,4,9,3150,0,98005,3600,48787,1000000,16885,989534,1919823
3280,4,3.0,2.0,0,0,3,8,1720,830,98117,1590,4505,855000,39137,708551,1934040
3281,4,3.25,2.0,0,3,3,9,3440,500,98059,3420,29170,725000,5284,891097,2231137
3282,1,1.0,1.0,0,0,3,6,580,0,98126,1360,7560,315000,5401,242985,1305740
3283,3,1.75,1.0,0,0,3,7,1330,0,98001,1330,14374,180000,13415,228022,1164666
3284,2,1.0,1.0,0,3,3,7,930,0,98136,1760,5228,700000,32578,492525,1596004
3285,3,1.0,2.0,0,0,4,7,1060,0,98033,2010,8901,476500,19215,436204,1633732
3286,3,1.5,1.0,0,0,3,7,1180,0,98148,1460,8942,193000,19877,226658,1216989
3287,4,2.5,2.0,0,0,3,7,1850,0,98030,1850,6417,295000,8996,262829,1064878
3288,2,1.0,1.0,0,0,4,6,820,0,98136,1320,4880,363000,32718,360206,1453768
3289,4,2.5,2.0,0,0,4,11,3600,0,98077,3410,19864,875000,9159,918987,1763485
3290,3,2.0,1.0,0,0,4,7,1150,700,98002,1580,7153,257200,22779,230664,1186141
3291,3,2.0,1.0,0,0,3,8,2240,0,98008,2200,12500,555000,17073,624054,1964746
3292,3,2.25,2.0,0,0,4,7,1860,0,98022,1110,11586,380000,18802,265432,1116055
3293,4,2.75,2.0,0,0,3,7,2390,0,98023,1980,6735,282000,9336,303651,1100922
3294,4,2.5,2.0,0,0,3,7,2040,0,98115,1380,5986,545000,8922,585811,1779757
3295,3,1.5,1.5,0,0,3,7,1640,260,98115,2090,5000,550000,32298,627421,1922173
3296,3,1.5,1.5,0,0,3,7,1640,260,98115,2090,5000,921500,32578,627874,1922621
3297,3,1.5,2.0,0,0,5,7,1440,760,98112,2440,4640,885000,40674,817911,2560156
3298,4,2.25,1.5,0,2,3,8,1960,320,98119,1720,5336,820000,27177,868571,2563797
3299,3,1.0,1.0,0,0,5,6,1090,0,98056,1090,5800,289000,12185,263486,1395059
3300,1,1.0,1.0,0,0,3,7,670,0,98116,1170,5750,334000,26706,381601,1441604
3301,3,1.0,1.0,0,0,5,5,1050,0,98010,970,7500,206000,39747,234808,1124104
3302,3,2.25,1.0,0,0,3,7,1440,650,98115,1740,8100,491950,20634,624858,1904090
3303,3,2.5,2.0,0,0,3,8,2030,0,98024,1360,10782,430000,4334,434599,1428979
3304,3,2.0,1.0,0,0,4,7,1250,0,98042,1540,7650,208000,12617,247709,1019385
3305,4,2.25,1.0,0,0,3,8,1390,1210,98023,2110,6700,245000,13337,310065,1084109
3306,2,1.0,1.0,0,0,4,6,640,0,98117,1460,4200,426000,35505,379177,1505730
3307,3,2.5,2.0,0,0,3,7,2120,0,98059,2250,4696,400000,3134,386745,1382394
3308,3,1.0,1.0,0,0,3,7,900,430,98115,1500,5100,553000,26766,486848,1711854
3309,2,1.0,1.0,0,0,3,5,750,0,98117,1450,4400,296000,24561,350686,1506890
3310,3,2.5,1.0,0,0,4,8,2230,0,98042,2400,33120,428000,13926,393882,1260567
3311,4,2.5,1.0,0,0,3,7,980,910,98106,1590,6954,325000,12544,342727,1347081
3312,2,1.0,1.0,0,0,5,6,820,0,98133,1580,10169,294000,22847,321868,1271497
3313,3,1.75,1.0,0,0,4,7,1380,500,98059,1970,8523,410000,13956,360054,1326362
3314,4,4.25,2.0,0,0,4,8,2360,0,98003,2037,35733,590000,27547,361908,1353902
3315,3,2.25,2.0,0,0,4,7,1850,0,98029,1650,4468,445000,10915,490588,1480818
3316,4,2.5,2.0,0,4,4,8,2010,300,98122,2530,5960,921000,31860,1050979,2636861
3317,3,1.5,1.0,0,0,3,8,2520,0,98045,1470,33750,496000,21977,477621,1482764
3318,2,1.0,1.0,0,0,3,7,800,0,98198,1490,8550,95000,24817,177301,931238
3319,4,1.75,1.0,0,0,4,6,790,790,98126,1180,6396,359000,25469,345190,1447396
3320,3,2.5,1.0,0,0,4,7,1570,860,98045,1560,56827,452500,10713,427595,1397845
3321,4,1.75,1.5,0,0,4,7,1410,940,98116,1800,6150,555000,25172,602336,1674110
3322,5,3.0,1.5,0,0,4,9,3800,0,98042,2580,35775,549900,11224,571941,1687933
3323,5,3.0,1.0,0,0,5,8,2060,1610,98155,2720,13865,569000,22806,710165,2051222
3324,4,2.0,1.0,0,0,5,7,900,880,98058,1480,7350,318500,14806,284634,1110627
3325,2,1.5,2.0,0,0,3,9,1105,190,98112,1295,1413,487028,2718,657934,2138186
3326,3,1.0,1.0,0,0,4,7,950,400,98032,1470,7560,240000,20376,205166,951732
3327,3,2.25,1.0,0,0,3,7,1440,0,98030,1590,9782,253000,18294,240813,1045073
3328,5,1.75,1.0,0,0,4,7,1120,200,98198,2360,15070,380000,24714,248901,1029705
3329,2,0.75,1.0,0,0,4,6,700,0,98092,2010,29316,250000,20914,188050,848057
3330,2,1.75,2.0,0,0,3,9,2510,0,98092,2400,13030,368500,13796,401849,1164914
3331,3,1.0,1.0,0,0,3,8,1400,1780,98022,2180,27586,340000,16842,376932,1386801
3332,2,1.0,1.0,0,0,3,7,910,0,98136,1060,1346,400000,35545,375296,1460766
3333,3,2.0,1.5,0,0,5,8,1570,0,98117,1760,4625,835000,32035,682284,1754657
3334,3,2.5,2.0,0,0,3,8,2450,0,98023,1960,7200,299000,8004,333045,1107970
3335,6,2.25,2.5,0,0,5,10,3580,1330,98102,3280,5500,1680000,38296,1808265,3110294
3336,3,2.0,1.0,0,0,3,7,1570,0,98092,1570,5706,265000,5977,248191,986338
3337,4,2.5,2.0,0,0,3,8,2680,0,98059,2640,7243,437500,6158,484974,1501864
3338,3,1.75,2.0,0,0,3,7,1610,480,98199,1280,4725,865000,24626,576700,2071083
3339,3,2.0,1.0,0,0,3,8,2150,0,98029,2510,7222,626000,9931,573415,1617807
3340,2,2.0,2.0,0,0,3,7,1040,100,98144,1140,1118,247300,2126,342109,1634486
3341,4,3.5,2.0,0,0,3,11,4230,0,98004,3980,20489,2080000,6382,2075466,3271562
3342,3,1.0,1.5,0,0,2,8,1790,0,98108,1060,4000,425000,28397,350609,1341238
3343,5,3.5,1.0,0,4,3,9,1660,1440,98008,2700,10455,905000,16246,1054500,2436774
3344,3,2.5,3.0,0,2,3,10,2220,0,98117,2200,5610,641250,9004,864366,1862200
3345,4,2.5,2.0,0,0,3,8,2370,0,98027,2290,7944,675000,11412,549126,1537076
3346,4,2.75,2.0,0,0,3,9,4070,0,98045,2970,95832,845000,4546,825355,1787349
3347,4,1.0,1.0,0,0,4,7,1260,530,98133,1470,8400,401500,22164,388125,1410172
3348,3,2.5,2.0,0,0,3,7,1610,0,98052,1300,3823,395000,10127,456858,1465980
3349,5,2.75,1.0,0,0,5,7,1630,1200,98040,2370,14250,1100000,20883,859440,2225330
3350,3,1.0,1.0,0,0,3,6,1010,0,98168,1740,10658,145000,22063,194500,1179545
3351,3,1.0,1.5,0,0,3,8,1390,170,98117,1700,5100,900000,31151,594014,1751062
3352,3,1.5,1.0,0,0,4,7,1330,0,98034,1370,7475,374500,17178,382574,1693858
3353,4,2.25,2.0,0,0,4,8,2330,0,98005,1880,8400,850000,18218,686193,1699753
3354,3,1.0,1.0,0,0,3,7,960,0,98116,1520,5750,490000,23490,425430,1520381
3355,3,2.5,2.0,0,0,3,8,1710,0,98003,2220,7551,304000,8151,273822,1091876
3356,4,2.25,1.0,0,0,4,7,1300,930,98133,2010,7752,400000,18811,443256,1517147
3357,3,2.0,2.0,0,0,3,8,1700,0,98011,1460,9621,454000,8353,408731,1278853
3358,2,2.0,1.0,0,0,2,6,850,190,98118,1350,5000,160000,23733,254257,1356895
3359,3,1.75,1.0,0,0,3,7,1070,0,98052,1540,7875,542000,17720,422952,1414781
3360,5,2.5,1.0,0,0,4,8,2410,1190,98166,2620,30200,403500,16970,579250,1521209
3361,4,2.5,2.0,0,0,3,7,2750,0,98038,2610,7482,418000,4457,417216,1410900
3362,4,1.5,2.0,0,1,3,7,1920,0,98198,1920,6000,406000,23460,311327,1157842
3363,3,2.25,1.0,0,0,3,7,1340,430,98198,1270,5055,242500,13414,258003,1057737
3364,4,2.5,2.0,0,0,3,9,2460,0,98058,2460,5124,425000,4479,437501,1311858
3365,4,2.0,1.5,0,0,3,7,1550,0,98103,1680,4013,613000,38485,563494,2211843
3366,3,2.0,1.0,0,0,2,7,1170,290,98045,1540,9680,189000,7303,272166,1233960
3367,4,2.25,1.5,0,0,3,7,2440,0,98125,1720,7503,700000,24774,530747,1764364
3368,3,1.0,1.5,0,0,4,7,1440,200,98103,1770,4000,750000,29099,591356,2225791
3369,2,1.0,1.0,0,0,4,7,1290,0,98115,1640,3900,494000,39634,572771,1697400
3370,4,3.0,2.0,0,0,3,9,3150,0,98075,2970,6500,700000,5273,741657,1753364
3371,2,2.5,1.0,0,0,3,8,2305,0,98077,1440,5748,705000,3014,499485,1473803
3372,2,1.75,1.0,0,0,3,7,1060,0,98072,1790,16748,356000,13655,370108,1290025
3373,3,1.75,1.0,0,0,4,7,1350,710,98052,1850,8722,625000,11099,510009,1533002
3374,2,1.0,1.0,0,0,3,5,900,0,98198,1350,7500,144975,27464,142936,946120
3375,4,4.5,2.0,0,3,3,11,3060,830,98029,4170,6052,970000,3861,1344935,2541030
3376,3,1.75,1.0,0,0,3,7,1340,570,98072,1550,13310,415000,13670,423462,1380352
3377,4,3.0,1.0,0,0,4,8,1340,1000,98034,1440,8088,485000,12908,491501,1860789
3378,3,3.0,2.0,0,0,3,10,2900,0,98052,2900,9611,799950,6519,844586,1758411
3379,4,2.5,2.0,0,0,3,10,3290,0,98077,4090,40371,783350,8884,839915,1747463
3380,1,1.0,1.0,0,0,3,7,630,0,98109,1090,1376,430000,26285,455957,2164304
3381,5,4.75,2.0,0,0,4,10,5050,360,98112,3750,11596,2540000,26990,2729806,3894826
3382,4,2.5,1.0,0,0,3,10,2680,1590,98053,3630,36180,975000,8569,913904,1827730
3383,3,1.5,1.0,0,0,3,7,1130,570,98004,2920,12239,950000,23865,791492,2588780
3384,2,1.0,1.5,0,0,3,7,1150,280,98177,1820,8157,350000,25785,395295,1463467
3385,4,2.75,2.0,0,0,3,8,2850,0,98125,1510,8833,637000,2498,584079,1711018
3386,3,2.0,1.0,0,0,3,10,2160,0,98059,2760,9620,895000,8815,620843,1490170
3387,2,2.0,1.0,0,0,5,7,880,880,98118,1760,7200,579000,25175,414068,1447711
3388,4,1.75,1.0,0,0,3,7,1380,1320,98003,2460,34850,314900,20628,323197,1315117
3389,2,1.0,1.0,0,0,3,6,860,0,98022,1300,6000,122000,25593,164680,974571
3390,2,1.0,1.0,0,0,5,7,880,0,98103,1300,3000,405000,31996,513304,1981836
3391,2,2.5,2.0,0,0,3,8,1050,310,98112,1430,4400,553650,6336,597447,2095551
3392,2,2.5,3.0,0,0,3,8,1770,0,98126,1770,1924,369900,2955,439386,1484652
3393,3,2.0,1.0,0,0,4,7,1220,810,98001,1980,15204,225000,12931,287050,1262331
3394,2,1.0,1.0,0,0,3,6,1180,0,98178,1780,9306,160000,35210,237167,1240225
3395,4,2.0,1.0,0,0,3,8,1310,1120,98038,2220,150282,449500,19639,419185,1335777
3396,3,1.0,1.0,0,0,4,7,1300,0,98004,1300,8707,650000,22519,712356,2382596
3397,4,2.5,2.0,0,0,3,8,2360,0,98077,2850,39216,542126,13710,534364,1534627
3398,3,1.5,1.0,0,0,3,7,1200,0,98045,1210,15606,309950,10853,282380,1215826
3399,2,1.0,1.0,0,0,3,5,1000,0,98001,1350,10208,115000,37228,159037,1145424
3400,2,1.5,1.0,0,0,4,7,1556,0,98032,2250,17286,221700,21183,250444,1069900
3401,3,2.5,1.5,0,0,4,8,1460,430,98107,1010,3880,726000,36551,673287,2174863
3402,3,1.75,1.0,0,0,4,7,1010,800,98116,1260,4680,515000,32464,531128,1602902
3403,4,2.5,2.0,0,0,3,9,2730,0,98006,3090,10740,756000,8638,809651,1771645
3404,4,3.75,2.0,0,0,5,9,2400,670,98112,2940,5573,1570000,31923,1617533,2845041
3405,4,2.25,1.0,0,0,4,8,1220,860,98074,2110,12459,442000,12924,532927,1529221
3406,4,2.0,2.0,0,0,4,7,1620,0,98031,1710,7500,260000,14427,244562,998255
3407,2,1.75,1.0,0,0,4,7,770,380,98102,1440,4000,390000,33490,586267,2143378
3408,2,1.0,1.0,0,0,3,7,850,400,98117,1370,4998,459500,31227,464901,1586558
3409,3,1.5,1.0,0,0,5,7,1430,0,98155,1410,9820,330000,24379,381909,1523353
3410,2,1.0,1.0,0,0,3,6,790,0,98168,1110,7150,189000,25874,178781,1115441
3411,3,1.0,1.5,0,0,4,7,1200,0,98030,1540,9677,280000,22259,210734,967135
3412,2,1.75,1.0,0,0,2,7,2110,0,98155,1480,9519,400000,24231,408688,1597351
3413,4,2.0,1.0,0,0,5,6,2410,750,98056,1020,5940,368000,26746,465314,1885646
3414,4,1.75,1.5,0,0,4,8,2700,0,98058,2220,7875,390000,16961,451814,1363203
3415,2,1.0,1.0,0,0,3,6,820,0,98133,1030,5720,245000,25474,277390,1248640
3416,4,2.5,1.0,0,0,4,7,1200,600,98133,1780,8432,375000,19941,408222,1409535
3417,5,1.5,1.0,0,0,3,6,1390,360,98033,1560,12473,465000,19752,457141,1919963
3418,3,2.0,1.0,0,0,3,7,1540,0,98059,1250,9100,445000,6644,309772,1260368
3419,3,1.0,1.0,0,0,3,7,1130,0,98118,1170,7800,250000,23074,314851,1382648
3420,3,1.0,1.0,0,0,4,8,1500,0,98133,1440,7200,475500,22921,414533,1389041
3421,2,1.75,1.5,0,0,3,8,1600,0,98105,2310,6301,672324,27244,678325,2298596
3422,3,2.0,1.0,0,0,3,6,880,320,98115,1510,5854,420000,28297,437896,1664671
3423,3,2.0,1.5,0,0,5,7,1690,0,98117,1690,5100,515000,39444,653911,1795159
3424,4,2.5,2.0,0,0,3,9,2270,0,98052,2450,8706,732350,10535,668648,1630643
3425,4,2.5,2.0,0,0,3,7,1910,0,98038,2020,5000,297500,3442,308167,1234152
3426,3,1.5,1.5,0,0,3,8,1640,0,98115,1490,4375,475000,31326,632043,1833890
3427,4,2.5,2.0,0,0,3,7,2120,0,98019,2230,6300,414000,4507,393030,1267179
3428,3,1.5,1.0,0,0,4,6,1400,0,98125,1260,8840,357250,22822,389323,1535198
3429,2,1.0,1.0,0,0,4,6,760,0,98133,950,6000,289950,23678,276996,1231627
3430,3,1.0,1.0,0,0,4,6,1070,0,98118,1290,3960,550000,35918,308275,1397175
3431,3,1.75,1.0,0,0,3,7,960,500,98028,1460,9998,446000,20931,341840,1303360
3432,3,1.5,1.5,0,0,4,5,1280,0,98038,1590,16317,279000,30238,213784,1168334
3433,3,2.25,2.0,0,0,3,7,1650,0,98011,1890,5018,370000,9729,393885,1313353
3434,3,2.0,1.0,0,0,3,6,1260,0,98188,1300,9091,216000,6133,231367,1041815
3435,3,2.5,1.0,0,1,3,7,1400,800,98004,3050,11775,1100000,22817,919756,2861548
3436,4,2.5,1.0,0,1,5,8,2060,1500,98040,3680,17314,1280000,13806,1122799,2738029
3437,2,1.5,1.0,0,1,3,7,630,510,98106,1500,5000,355000,9909,297725,1337435
3438,4,2.5,2.0,0,0,3,9,2550,0,98008,2330,7480,699000,9750,728809,1929281
3439,3,2.5,3.0,0,0,3,8,1553,0,98133,1509,2431,412000,244,374972,1300508
3440,2,1.0,1.0,0,0,3,6,1140,0,98065,1110,7200,276000,33638,308444,1173742
3441,2,1.0,1.0,0,0,3,6,790,0,98178,1380,6946,100000,25814,176303,1137479
3442,4,1.75,1.5,0,0,3,8,2130,0,98119,1900,5080,955500,36706,808777,2476291
3443,3,1.0,1.0,0,0,3,7,1390,0,98058,1560,10800,199000,20906,260029,1138098
3444,4,3.5,2.0,0,0,3,9,4000,0,98065,3550,8747,762000,2732,778721,1740716
3445,4,2.0,1.0,0,0,5,7,1520,0,98034,1520,7783,425000,17292,432211,1697862
3446,2,1.0,2.0,0,0,3,7,1657,0,98116,2050,6201,546000,38293,548310,1651789
3447,3,1.75,1.0,0,0,3,7,1180,500,98133,1890,9529,419600,14354,388939,1400939
3448,4,2.25,1.0,0,0,5,8,1340,930,98199,1800,5102,735000,22088,773351,2233101
3449,2,2.5,3.0,0,0,3,11,1910,560,98112,2440,1229,1230000,1572,1162731,2315790
3450,2,2.0,2.0,0,0,3,7,1240,0,98117,1660,5000,445000,10779,437499,1540978
3451,3,2.0,1.0,0,0,3,8,1740,0,98045,2630,41275,665000,14980,427069,1380773
3452,5,3.5,1.0,0,0,3,11,2920,1170,98034,1880,9255,1290000,4823,1118808,2314903
3453,4,2.75,2.0,0,0,3,8,1720,800,98074,2520,13000,508500,13125,577837,1510546
3454,5,1.0,1.5,0,0,3,8,1340,0,98155,1390,8020,345950,29563,349576,1392988
3455,3,1.0,1.0,0,0,3,7,1640,0,98042,1200,9750,207500,17179,244656,1081272
3456,4,2.5,1.0,0,0,4,8,1550,1450,98040,2380,10920,1080000,16773,885569,2280556
3457,3,1.0,2.0,0,0,4,8,1210,0,98112,1560,6000,640000,30994,658674,2251433
3458,3,1.0,1.0,0,0,4,7,1360,450,98070,1400,13068,329500,27109,368934,1158842
3459,4,2.75,1.0,0,0,3,8,1500,700,98028,2120,9585,460000,13077,462233,1453962
3460,3,1.75,1.5,0,1,3,8,2200,0,98004,2850,15803,1230000,24287,1200711,2906439
3461,5,3.0,2.0,0,3,4,7,1650,700,98118,1840,7200,805000,33196,574386,1726596
3462,3,1.5,1.0,0,0,3,6,1090,0,98042,1230,12196,200000,18979,184966,999699
3463,3,1.75,1.0,0,0,3,8,1460,820,98059,2460,14430,749700,13926,421986,1434877
3464,2,1.0,1.0,0,0,4,7,830,690,98117,1470,3774,535000,32125,525452,1636201
3465,3,2.25,1.0,0,2,4,7,1280,340,98178,1620,6930,330000,23676,341982,1345371
3466,3,2.0,1.5,0,0,4,7,1510,0,98116,1500,5000,479200,31622,536312,1608086
3467,5,2.5,2.0,0,0,3,8,3001,0,98042,2340,5980,373000,3054,416206,1310043
3468,4,1.5,1.0,0,0,4,7,1010,1010,98178,1710,6000,355000,22722,286484,1283023
3469,3,2.0,1.0,0,0,3,7,1380,0,98038,1620,4000,275000,2344,251240,1146013
3470,3,1.5,1.0,0,0,3,7,1020,500,98136,1660,4288,380000,23911,443330,1546809
3471,2,1.75,1.0,0,0,4,7,790,300,98105,1390,4080,417000,36564,528220,2128084
3472,5,3.75,2.0,0,0,3,11,4220,0,98075,4630,16531,1170000,3946,1067782,2163134
3473,3,2.25,1.0,0,0,3,10,2520,0,98074,2510,12000,598500,13417,703448,1790236
3474,3,2.0,1.0,0,0,5,7,960,800,98199,1380,5000,629000,34486,621146,2063549
3475,2,1.0,1.0,0,0,3,6,930,0,98168,1250,6600,226950,21100,188473,1138529
3476,4,2.5,1.5,0,0,4,9,2200,400,98177,2840,10960,1230000,27758,791768,1756444
3477,3,2.25,1.0,0,0,5,8,1700,480,98056,2350,11397,415000,13182,487466,1736757
3478,3,2.5,2.0,0,0,3,8,1910,0,98029,1940,3485,595000,5224,519779,1491810
3479,3,1.75,1.0,0,0,5,6,1100,0,98042,1050,5200,209950,17102,194254,976459
3480,3,1.75,1.0,0,0,3,7,1760,0,98053,2320,87120,568000,15466,549128,1475366
3481,2,1.0,1.0,0,0,3,6,480,220,98178,1760,6360,119900,23304,163439,1116944
3482,3,1.0,1.0,0,0,4,7,1080,0,98023,1230,10400,207000,19230,210983,873933
3483,3,1.0,1.0,0,0,3,7,1070,0,98001,1880,20250,195000,17515,207799,1155206
3484,3,1.5,1.0,0,0,3,7,1460,0,98166,1400,8645,324950,21724,326031,1199038
3485,1,1.0,1.0,0,0,4,6,1050,0,98133,1420,7560,210000,24827,311806,1305726
3486,4,2.75,2.0,0,0,3,9,3160,0,98053,1890,24000,1080000,7419,711834,1647744
3487,4,1.0,1.0,0,0,3,7,1000,400,98108,1500,6380,325088,22252,307779,1263680
3488,4,3.0,2.0,0,0,4,8,3120,0,98058,1580,7050,790000,13894,472749,1398518
3489,2,1.0,1.0,0,0,3,5,720,0,98058,2010,109642,150000,12016,213386,1059871
3490,3,3.0,2.0,0,0,3,10,2840,0,98059,2070,25067,790000,5781,743017,1554787
3491,2,1.0,1.0,0,0,3,6,770,450,98126,1540,3000,255000,38117,328863,1455649
